id,dut,categories,test,description,inputs,result,messages
133,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.17) - Destination: Site2-L3 Loopback0 (IP: 192.2.255.25),FAIL,"Host 192.2.255.25 (src: 192.0.255.17, vrf: default, size: 100B, repeat: 1) - Unreachable"
134,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.17) - Destination: Site2-L4 Loopback0 (IP: 192.2.255.26),FAIL,"Host 192.2.255.26 (src: 192.0.255.17, vrf: default, size: 100B, repeat: 1) - Unreachable"
135,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.17) - Destination: Site2-S1 Loopback0 (IP: 192.2.255.1),FAIL,"Host 192.2.255.1 (src: 192.0.255.17, vrf: default, size: 100B, repeat: 1) - Unreachable"
136,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.17) - Destination: Site2-S2 Loopback0 (IP: 192.2.255.2),FAIL,"Host 192.2.255.2 (src: 192.0.255.17, vrf: default, size: 100B, repeat: 1) - Unreachable"
137,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.17) - Destination: Site2-S3 Loopback0 (IP: 192.2.255.3),FAIL,"Host 192.2.255.3 (src: 192.0.255.17, vrf: default, size: 100B, repeat: 1) - Unreachable"
138,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet5/1 (IP: 172.16.30.0) - Destination: DCI-1 Ethernet1/1 (IP: 172.16.30.1),PASS,
139,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet51/1 (IP: 172.30.255.85) - Destination: Site1-S1 Ethernet5/1 (IP: 172.30.255.84),FAIL,"Host 172.30.255.84 (src: 172.30.255.85, vrf: default, size: 100B, repeat: 1) - Unreachable"
140,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet52/1 (IP: 172.30.255.87) - Destination: Site1-S2 Ethernet5/1 (IP: 172.30.255.86),FAIL,"Host 172.30.255.86 (src: 172.30.255.87, vrf: default, size: 100B, repeat: 1) - Unreachable"
141,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet53/1 (IP: 172.30.255.89) - Destination: Site1-S3 Ethernet5/1 (IP: 172.30.255.88),FAIL,"Host 172.30.255.88 (src: 172.30.255.89, vrf: default, size: 100B, repeat: 1) - Unreachable"
142,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet6/1 (IP: 172.16.30.2) - Destination: DCI-2 Ethernet1/1 (IP: 172.16.30.3),PASS,
143,Site1-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet7/1 (IP: 172.16.30.4) - Destination: DCI-3 Ethernet1/1 (IP: 172.16.30.5),PASS,
144,Site1-BGW1,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on vEOS-lab.
145,Site1-BGW1,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on vEOS-lab.
146,Site1-BGW1,Hardware,VerifyTemperature,Verifies if the device temperature is within acceptable limits.,,SKIPPED,VerifyTemperature test is not supported on vEOS-lab.
147,Site1-BGW1,Hardware,VerifyTransceiversManufacturers,Verifies if all the transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on vEOS-lab.
148,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet5/1 - P2P_DCI-1_Ethernet1/1 = 'up',PASS,
149,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet51/1 - P2P_Site1-S1_Ethernet5/1 = 'up',FAIL,Ethernet51/1 - Not configured
150,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet52/1 - P2P_Site1-S2_Ethernet5/1 = 'up',FAIL,Ethernet52/1 - Not configured
151,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet53/1 - P2P_Site1-S3_Ethernet5/1 = 'up',FAIL,Ethernet53/1 - Not configured
152,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet6/1 - P2P_DCI-2_Ethernet1/1 = 'up',PASS,
153,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet7/1 - P2P_DCI-3_Ethernet1/1 = 'up',PASS,
154,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback0 - ROUTER_ID = 'up',PASS,
155,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback1 - VXLAN_TUNNEL_SOURCE = 'up',PASS,
156,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback100 - DIAG_VRF_bluevrf = 'up',PASS,
157,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2300 - bluenet1 = 'up',PASS,
158,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2301 - bluenet2 = 'up',PASS,
159,Site1-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vxlan1 = 'up',PASS,
160,Site1-BGW1,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
161,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.13']
162,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.14']
163,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.15']
164,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.17 - Peer: Site1-BGW1,PASS,
165,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.18']
166,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.19']
167,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: Site1-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.1']
168,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.13']
169,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.14']
170,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.15']
171,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.16 - Peer: Site1-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.16']
172,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.17 - Peer: Site1-BGW1,PASS,
173,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.18']
174,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.19']
175,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: Site1-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.2']
176,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.3 - Peer: Site1-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.3']
177,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: DCI-1,PASS,
178,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: DCI-2,PASS,
179,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: DCI-3,PASS,
180,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.23']
181,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.24']
182,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.25']
183,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.27 - Peer: Site2-BGW1,PASS,
184,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.28 - Peer: Site2-BGW2,PASS,
185,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.29 - Peer: Site2-BGW3,PASS,
186,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: Site2-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.1']
187,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: Site2-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.2']
188,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.23']
189,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.24']
190,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.25']
191,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.26 - Peer: Site2-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.26']
192,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.27 - Peer: Site2-BGW1,PASS,
193,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.28 - Peer: Site2-BGW2,PASS,
194,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.29 - Peer: Site2-BGW3,PASS,
195,Site1-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.3 - Peer: Site2-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.3']
196,Site1-BGW1,System,VerifyNTP,Verifies if NTP is synchronised.,,FAIL,The device is not synchronized with the configured NTP server(s): 'unsynchronised'
197,Site1-BGW1,System,VerifyReloadCause,Verifies the last reload cause of the device.,,PASS,
198,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-1 (IP: 192.168.250.1),FAIL,AFI: evpn Peer: 192.168.250.1 - Session state is not established - State: Connect
199,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-2 (IP: 192.168.250.2),FAIL,AFI: evpn Peer: 192.168.250.2 - Session state is not established - State: Connect
200,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-3 (IP: 192.168.250.3),FAIL,AFI: evpn Peer: 192.168.250.3 - Session state is not established - State: Connect
201,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site1-S1 (IP: 192.0.255.1),FAIL,AFI: evpn Peer: 192.0.255.1 - Session state is not established - State: Active
202,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site1-S2 (IP: 192.0.255.2),FAIL,AFI: evpn Peer: 192.0.255.2 - Session state is not established - State: Active
203,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site1-S3 (IP: 192.0.255.3),FAIL,AFI: evpn Peer: 192.0.255.3 - Session state is not established - State: Active
204,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-1 (IP: 172.16.30.7),PASS,
205,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-2 (IP: 172.16.30.9),PASS,
206,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-3 (IP: 172.16.30.11),PASS,
207,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site1-S1 (IP: 172.30.255.90),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.30.255.90 - Session state is not established - State: Idle
208,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site1-S2 (IP: 172.30.255.92),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.30.255.92 - Session state is not established - State: Idle
209,Site1-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site1-S3 (IP: 172.30.255.94),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.30.255.94 - Session state is not established - State: Idle
