id,dut,categories,test,description,inputs,result,messages
944,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.27) - Destination: Site2-L4 Loopback0 (IP: 192.2.255.26),FAIL,"Host 192.2.255.26 (src: 192.2.255.27, vrf: default, size: 100B, repeat: 1) - Unreachable"
945,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.27) - Destination: Site2-S1 Loopback0 (IP: 192.2.255.1),FAIL,"Host 192.2.255.1 (src: 192.2.255.27, vrf: default, size: 100B, repeat: 1) - Unreachable"
946,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.27) - Destination: Site2-S2 Loopback0 (IP: 192.2.255.2),FAIL,"Host 192.2.255.2 (src: 192.2.255.27, vrf: default, size: 100B, repeat: 1) - Unreachable"
947,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.27) - Destination: Site2-S3 Loopback0 (IP: 192.2.255.3),FAIL,"Host 192.2.255.3 (src: 192.2.255.27, vrf: default, size: 100B, repeat: 1) - Unreachable"
948,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet5/1 (IP: 172.16.30.18) - Destination: DCI-1 Ethernet4/1 (IP: 172.16.30.19),PASS,
949,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet51/1 (IP: 172.32.255.145) - Destination: Site2-S1 Ethernet5/1 (IP: 172.32.255.144),FAIL,"Host 172.32.255.144 (src: 172.32.255.145, vrf: default, size: 100B, repeat: 1) - Unreachable"
950,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet52/1 (IP: 172.32.255.147) - Destination: Site2-S2 Ethernet5/1 (IP: 172.32.255.146),FAIL,"Host 172.32.255.146 (src: 172.32.255.147, vrf: default, size: 100B, repeat: 1) - Unreachable"
951,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet53/1 (IP: 172.32.255.149) - Destination: Site2-S3 Ethernet5/1 (IP: 172.32.255.148),FAIL,"Host 172.32.255.148 (src: 172.32.255.149, vrf: default, size: 100B, repeat: 1) - Unreachable"
952,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet6/1 (IP: 172.16.30.20) - Destination: DCI-2 Ethernet4/1 (IP: 172.16.30.21),PASS,
953,Site2-BGW1,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet7/1 (IP: 172.16.30.22) - Destination: DCI-3 Ethernet4/1 (IP: 172.16.30.23),PASS,
954,Site2-BGW1,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on vEOS-lab.
955,Site2-BGW1,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on vEOS-lab.
956,Site2-BGW1,Hardware,VerifyTemperature,Verifies if the device temperature is within acceptable limits.,,SKIPPED,VerifyTemperature test is not supported on vEOS-lab.
957,Site2-BGW1,Hardware,VerifyTransceiversManufacturers,Verifies if all the transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on vEOS-lab.
958,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet5/1 - P2P_DCI-1_Ethernet4/1 = 'up',PASS,
959,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet51/1 - P2P_Site2-S1_Ethernet5/1 = 'up',FAIL,Ethernet51/1 - Not configured
960,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet52/1 - P2P_Site2-S2_Ethernet5/1 = 'up',FAIL,Ethernet52/1 - Not configured
961,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet53/1 - P2P_Site2-S3_Ethernet5/1 = 'up',FAIL,Ethernet53/1 - Not configured
962,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet6/1 - P2P_DCI-2_Ethernet4/1 = 'up',PASS,
963,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet7/1 - P2P_DCI-3_Ethernet4/1 = 'up',PASS,
964,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback0 - ROUTER_ID = 'up',PASS,
965,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback1 - VXLAN_TUNNEL_SOURCE = 'up',PASS,
966,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback100 - DIAG_VRF_bluevrf = 'up',PASS,
967,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2300 - bluenet1 = 'up',PASS,
968,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2301 - bluenet2 = 'up',PASS,
969,Site2-BGW1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vxlan1 = 'up',PASS,
970,Site2-BGW1,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
971,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.13']
972,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.14']
973,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.15']
974,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.17 - Peer: Site1-BGW1,PASS,
975,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.18 - Peer: Site1-BGW2,PASS,
976,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.19 - Peer: Site1-BGW3,PASS,
977,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: Site1-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.1']
978,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.13']
979,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.14']
980,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.15']
981,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.16 - Peer: Site1-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.16']
982,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.17 - Peer: Site1-BGW1,PASS,
983,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.18 - Peer: Site1-BGW2,PASS,
984,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.19 - Peer: Site1-BGW3,PASS,
985,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: Site1-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.2']
986,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.3 - Peer: Site1-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.3']
987,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: DCI-1,PASS,
988,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: DCI-2,PASS,
989,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: DCI-3,PASS,
990,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.23']
991,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.24']
992,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.25']
993,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.27 - Peer: Site2-BGW1,PASS,
994,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.28']
995,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.29']
996,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: Site2-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.1']
997,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: Site2-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.2']
998,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.23']
999,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.24']
1000,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.25']
1001,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.26 - Peer: Site2-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.26']
1002,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.27 - Peer: Site2-BGW1,PASS,
1003,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.28']
1004,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.29']
1005,Site2-BGW1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.3 - Peer: Site2-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.3']
1006,Site2-BGW1,System,VerifyNTP,Verifies if NTP is synchronised.,,FAIL,The device is not synchronized with the configured NTP server(s): 'unsynchronised'
1007,Site2-BGW1,System,VerifyReloadCause,Verifies the last reload cause of the device.,,PASS,
1008,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-1 (IP: 192.168.250.1),FAIL,AFI: evpn Peer: 192.168.250.1 - Session state is not established - State: Connect
1009,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-2 (IP: 192.168.250.2),FAIL,AFI: evpn Peer: 192.168.250.2 - Session state is not established - State: Connect
1010,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-3 (IP: 192.168.250.3),FAIL,AFI: evpn Peer: 192.168.250.3 - Session state is not established - State: Connect
1011,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S1 (IP: 192.2.255.1),FAIL,AFI: evpn Peer: 192.2.255.1 - Session state is not established - State: Active
1012,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S2 (IP: 192.2.255.2),FAIL,AFI: evpn Peer: 192.2.255.2 - Session state is not established - State: Active
1013,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S3 (IP: 192.2.255.3),FAIL,AFI: evpn Peer: 192.2.255.3 - Session state is not established - State: Active
1014,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-1 (IP: 172.16.30.25),PASS,
1015,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-2 (IP: 172.16.30.27),PASS,
1016,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-3 (IP: 172.16.30.29),PASS,
1017,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S1 (IP: 172.32.255.150),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.32.255.150 - Session state is not established - State: Idle
1018,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S2 (IP: 172.32.255.152),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.32.255.152 - Session state is not established - State: Idle
1019,Site2-BGW2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S3 (IP: 172.32.255.154),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.32.255.154 - Session state is not established - State: Idle
1020,Site2-BGW2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet5/1 - Remote: DCI-1 Ethernet5/1,PASS,
1021,Site2-BGW2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet51/1 - Remote: Site2-S1 Ethernet6/1,FAIL,"Port Ethernet51/1 (Neighbor: Site2-S1.act.lab, Neighbor Port: Ethernet6/1) - Port not found"
1022,Site2-BGW2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet52/1 - Remote: Site2-S2 Ethernet6/1,FAIL,"Port Ethernet52/1 (Neighbor: Site2-S2.act.lab, Neighbor Port: Ethernet6/1) - Port not found"
1023,Site2-BGW2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet53/1 - Remote: Site2-S3 Ethernet6/1,FAIL,"Port Ethernet53/1 (Neighbor: Site2-S3.act.lab, Neighbor Port: Ethernet6/1) - Port not found"
1024,Site2-BGW2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet6/1 - Remote: DCI-2 Ethernet5/1,PASS,
1025,Site2-BGW2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet7/1 - Remote: DCI-3 Ethernet5/1,PASS,
1026,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: DCI-1 Loopback0 (IP: 192.168.250.1),PASS,
1027,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: DCI-2 Loopback0 (IP: 192.168.250.2),PASS,
1028,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: DCI-3 Loopback0 (IP: 192.168.250.3),PASS,
1029,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-BGW1 Loopback0 (IP: 192.0.255.17),PASS,
1030,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-BGW2 Loopback0 (IP: 192.0.255.18),PASS,
1031,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-BGW3 Loopback0 (IP: 192.0.255.19),PASS,
1032,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-L1 Loopback0 (IP: 192.0.255.13),FAIL,"Host 192.0.255.13 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1033,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-L2 Loopback0 (IP: 192.0.255.14),FAIL,"Host 192.0.255.14 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1034,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-L3 Loopback0 (IP: 192.0.255.15),FAIL,"Host 192.0.255.15 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1035,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-L4 Loopback0 (IP: 192.0.255.16),FAIL,"Host 192.0.255.16 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1036,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-S1 Loopback0 (IP: 192.0.255.1),FAIL,"Host 192.0.255.1 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1037,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-S2 Loopback0 (IP: 192.0.255.2),FAIL,"Host 192.0.255.2 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1038,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site1-S3 Loopback0 (IP: 192.0.255.3),FAIL,"Host 192.0.255.3 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1039,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-BGW1 Loopback0 (IP: 192.2.255.27),FAIL,"Host 192.2.255.27 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1040,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-BGW2 Loopback0 (IP: 192.2.255.28),PASS,
1041,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-BGW3 Loopback0 (IP: 192.2.255.29),FAIL,"Host 192.2.255.29 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1042,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-L1 Loopback0 (IP: 192.2.255.23),FAIL,"Host 192.2.255.23 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1043,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-L2 Loopback0 (IP: 192.2.255.24),FAIL,"Host 192.2.255.24 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1044,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-L3 Loopback0 (IP: 192.2.255.25),FAIL,"Host 192.2.255.25 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1045,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-L4 Loopback0 (IP: 192.2.255.26),FAIL,"Host 192.2.255.26 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1046,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-S1 Loopback0 (IP: 192.2.255.1),FAIL,"Host 192.2.255.1 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1047,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-S2 Loopback0 (IP: 192.2.255.2),FAIL,"Host 192.2.255.2 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1048,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.28) - Destination: Site2-S3 Loopback0 (IP: 192.2.255.3),FAIL,"Host 192.2.255.3 (src: 192.2.255.28, vrf: default, size: 100B, repeat: 1) - Unreachable"
1049,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet5/1 (IP: 172.16.30.24) - Destination: DCI-1 Ethernet5/1 (IP: 172.16.30.25),PASS,
1050,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet51/1 (IP: 172.32.255.151) - Destination: Site2-S1 Ethernet6/1 (IP: 172.32.255.150),FAIL,"Host 172.32.255.150 (src: 172.32.255.151, vrf: default, size: 100B, repeat: 1) - Unreachable"
1051,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet52/1 (IP: 172.32.255.153) - Destination: Site2-S2 Ethernet6/1 (IP: 172.32.255.152),FAIL,"Host 172.32.255.152 (src: 172.32.255.153, vrf: default, size: 100B, repeat: 1) - Unreachable"
1052,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet53/1 (IP: 172.32.255.155) - Destination: Site2-S3 Ethernet6/1 (IP: 172.32.255.154),FAIL,"Host 172.32.255.154 (src: 172.32.255.155, vrf: default, size: 100B, repeat: 1) - Unreachable"
1053,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet6/1 (IP: 172.16.30.26) - Destination: DCI-2 Ethernet5/1 (IP: 172.16.30.27),PASS,
1054,Site2-BGW2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet7/1 (IP: 172.16.30.28) - Destination: DCI-3 Ethernet5/1 (IP: 172.16.30.29),PASS,
1055,Site2-BGW2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on vEOS-lab.
1056,Site2-BGW2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on vEOS-lab.
1057,Site2-BGW2,Hardware,VerifyTemperature,Verifies if the device temperature is within acceptable limits.,,SKIPPED,VerifyTemperature test is not supported on vEOS-lab.
1058,Site2-BGW2,Hardware,VerifyTransceiversManufacturers,Verifies if all the transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on vEOS-lab.
1059,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet5/1 - P2P_DCI-1_Ethernet5/1 = 'up',PASS,
1060,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet51/1 - P2P_Site2-S1_Ethernet6/1 = 'up',FAIL,Ethernet51/1 - Not configured
1061,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet52/1 - P2P_Site2-S2_Ethernet6/1 = 'up',FAIL,Ethernet52/1 - Not configured
